id,name,alternate_name,description,email,url,tax_status,tax_id,year_incorporated,legal_status,x_option_status,x_staff_notes,x_edit_notes,x_last_complete_update_at
1891,Early Intervention Services (Whatcom County),,,Deirdra_Brummer@oppco.org,,,,,,Active,"Alternate number (instead of SEAS Number): (360)734-8396, x198Deirdra Bummer, SEAS Navigator, is also the Public Awareness Contact Person to order all ITEIP materials at 360-734-8396, Ext. 198 and email:Suzan_Brawnlyn@oppco.org*Single Entry Access to Services (SEAS):*Housed at the Opportunity Council, this program of Whatcom Taking Action provides a centralized intake system for families and medical professionals looking for services for children and youth in Whatcom County with known or suspected special needs.",,2017/06/08
1923,Parent to Parent (Whatcom),,,karlene@p2pwhatcom.org,,,,,,Active,"*SPONSORING AGENCY:* Whatcom Center for Early Learning*Program Activities:*Bi-Monthly Newsletter, Monthly Support Meetings, Family Inclusive Events, Parent Workshop, Super Sitter Training, Helping Parent Training, Quarterly Sib Shops, Hispanic Outreach Family Events, Book & Video Lending Library, Parent MatchesKarlene Umbaugh, Program Coordinator: (360) 715-0170, ext. 302, or KarleneU@arcwhatcom.orgMelissa Abraham, Parent Assistant: (360) 715-0170, ext. 301, or MelissaA@arcwhatcom.orgMarta Mejia, Padres a Padres: (360) 715-0170, ext. 308, or Familia@p2pwhatcom.org*More Service Details:*-      Emotional support for parents of children with disabilities and chronic illnesses.-     Information and referrals to community resources.-     Trained Helping Parents whose parenting experiences match yours as closely as possible.-     Social and recreational events.-     Current information on disabilities, medical conditions and community resources.",,2020/09/11
2018,Whatcom Center for Early Learning (Lynden),,,,,,,,,Active,"This fun playgroup is intended as a play date for parents/caregivers and their children ages 0-5. We will be playing in a classroom specially designed for our youngest children. You and your child can expect to find a book corner, housekeeping corner, sensory table, craft activities, blocks and fine motor toys that support early literacy and general development. We will also include singing and playing in the new gym. This is a great place to play with peers and meet other parents.",,
2019,Whatcom Center for Early Learning (Ferndale),,,info@wcel.net,,,,,,Active,"*Ferndale Toddler Time (Age 0 – 5 years): FREE*Ferndale Toddler Time allows children from birth to age five and their families a weekly parent-toddler session. Children with and without special needs learn to play together and families connect with each other. Children with special needs enrolled in Whatcom Center for Early Learning may receive scheduled therapy services during FTT, per their Individual Family Service Plan.Weekly sessions include:·         Small motor activities: blocks, play doh, drawing, puzzles, etc.·         Large motor activities: Big toys, trikes, large bouncy balls, etc.·         Snack time·         Circle time for songs or books·         Information about child development·         Information about local resources for children with special needs·         Parent Support*Sensational Toddlers (Age 18 months – 3 years): The cost is $99 for 8 weeks*Sensational Toddlers (ST) is a weekly parent-child play program for children ages 18 months to 3 years, with and without special needs. You and your child can explore learning through a variety of motor, sensory and perceptual activities. See how creative those little hands can be as they “get messy” with paint, play dough, glue, glitter! Our kid-friendly environment at Whatcom Center for Early Learning is just the thing to spark your child’s imagination. Active parent participation along with hands-on teaching by WCEL staff will encourage skill-building in all areas of your child’s development. Wear an old T-shirt and get ready for some sensational learning!",,2020/03/31
2083,Planned Parenthood (Bellingham),,,info@mbpp.org,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,,,,,Active,"*A TITLE X CLINIC - sliding fee scale (possibly down to 0$) for family planning services.*-   Abortion Services (abortion pill & in-clinic abortion offered)-   Pre & post abortion patient education, post-abortion follow up exams and referrals as needed-   Birth Control-   General Health Care-   HIV Testing-   LGBT Services-   Men's Health Care-   Morning-After Pill (Emergency Contraception)-   Pregnancy Testing & Services - this service is available by appointment-   STD Testing, Treatment & Vaccines-   Women's Health Care*Bellingham Health Center offers the following services specifically for clients who identify as LGBTQ:- education- Hormone Replacement Therapy- resources services referralAt this health center, these LGBTQ services are available: during all business hours by appointmentPayment is expected at time of service unless other arrangements have previously been made.",,2022/05/18
2192,Food Lifeline Mobile Food Program in Maple Falls,,,,,,,,,Active,,,2019/08/15
2239,"Hearing, Speech and Deaf Center (Bellingham)",,,bellingham@hsdc.org,,,,,,Active,"*Deaf and Hard of Hearing Services:*- Case Management & Advocacy: We assist Deaf, hard of hearing, and late-deafened community members with a variety of issues such as employment, housing, medical issues, legal issues, and more. If you’re experiencing a communication barrier, our staff can help.- You can visit one of our three offices in Seattle, Tacoma, and Bellingham, or we can travel to you.Information & Referral- We answer questions from Deaf and hard of hearing individuals about a variety of topics such as interpreting, health care, and housing. We can provide referrals to to qualified service providers in Western Washington.- We also provide workshops, presentations, and trainings to organizations who wish to better accommodate deaf and hard of hearing clients, customers, or employees.",,2020/04/24
2366,Brigid Collins Family Support Center (Bellingham),,,contact@brigidcollins.org,,,,,,Active,"*Family Support & Parenting Class information:*Parent Coaching During the COVID-19 CrisisAs COVID-19 impacts the world and our community, we are ready to face the challenges with you! Take advantage of virtual parent coaching as you navigate these uncertain times. Register to attend a one-on-one session or group seminar by calling (360) 922-3600 or emailing contact@parenting-academy.org.*Virtual One-On-One Parent Coaching Sessions*Meet with a specialized parenting coach to focus on achieving the unique goals you have for your child and for yourself as a parent. $20-$90 cost each session, based on self-selected co-pay - no income verification needed.*Virtual Parenting Group Seminars*These 60-minute seminars focus on a range of topics for parents and provide research-based, practical tips for everyday parenting! See seminar schedule below. Limit of 12 participants per seminar. $10 cost per participant.*Family Support Services include:*- Parenting support and information- Professional family support workers- Help accessing community resources- Family Activity Night*Parents Helping Parents Support Groups:* Weekly drop-in discussion groups are free, fun and informative, refreshments & childcare included, confidential and led by a facilitator*Growing Together Parent-Child Assistance Program:*Supportive case management, Parent education, Group therapy, Child assessments, Assistance accessing chemical dependency and housing services, mental health counseling & Acupuncture. This group is for low-income (200FPL%), at-risk women with a child under 3 years of age.*Familia Latina* Ayuda en español para usted y su familia.Ser padre es el trabajo más difícil y más gratificante que tenemos. Nosotros apoyamos a familias en momento de crisis y también tenemos clases y actividades semanales y mensuales para toda la familia. Nuestros servicios son completamente gratis.  También ofrecemos clases en español para los padres.-Enseñamos habilidades de relación y crianza de los hijos, para que los adultos puedan proteger y enriquecer las vidas de los niños.-Animamos a las familias a ayudarse a sí mismos y ayudar a otros.-Protegemos a los niños, les ayudamos a sanar y recuperar su dignidad a través del apoyo y por medio de nuestros servicios.-Servimos a niños y familias en riesgo. Servimos a los niños que son abandonados. Servimos a los niños que son víctimas de abuso sexual y físico. Servimos a los niños y familias de todos los niveles de ingresos, etnicidades y circunstancias.Para más información en el condado de Whatcom, comuníquese con Linda Saucedo en español llamando al (360) 734-4616. Para más información en el condado de Skagit, comuníquese con Adi Hernandez en español llamando al (360) 428-6622, Ext. 205 or (360) 922-4602.",,2020/09/24
2449,Unity Care NW (Point Roberts Clinic),,,,,,,,,Active,"- Formerly Interfaith Community Health Center. Unity Care NW offers primary and preventive health care for people at every age.  We have a full range of family practice and urgent medical services:*Medical services offered:*-   well-child exams-   immunizations-   women’s health care-   prescriptions-   diagnosis and treatment of acute illness-   urgent care-   on-site testing and laboratory services-   behavioral health care-   care of chronic illness, such as diabetes, heart disease and HIV/AIDS*Payment options:*Unity Care NW accepts Healthy Options, Medicare, Medicaid, the Basic Health Plan, DSHS , and most private insurance. For people who do not have insurance, we discount our charges on a sliding fee scale based on household size and income. No one is ever denied services because of an inability to pay.",,2018/11/15
2450,Unity Care NW (Ferndale Health Center),,,enrollment@unitycarenw.org,,,,,,Active,"Formerly known as Interfaith Community Health Center. Located in downtown Ferndale, a block from the Ferndale Police Station. Accepts Apple Health/Medicaid- Unity Care NW offers primary, preventive & urgent health care for people at every age.*Medical services:*- well-child exams- immunizations- women’s health care- diagnosis and treatment of acute illness- urgent care- on-site testing and laboratory services- behavioral health care- care of chronic illness, such as diabetes, heart disease and HIV/AIDS  prescriptions.*Dental Care:*Unity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Emergency dental care for adults 21 and older, on a stand-by basis anytime between 8 am to 5 pm Monday – Friday*Unity Care NW provides adult dental services for special populations:-   Developmentally disabled-   Pregnant women-   People living with HIV/AIDS*Behavioral Health:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Sliding Fee:* Unity Care NW is proud to offer a Sliding-Fee Scale discount program. Eligibility for the Sliding-Fee Scale depends on household size and income. To apply for the program, patients must annually complete a Sliding-Fee Scale application and current proof of household income.",,2021/06/15
2451,"Unity Care NW (Bellingham, Cornwall Ave)",,,,,,,,,Active,"Unity Care NW offers:Behavioral health services that are integrated with your medical care during your office visitTraditional counseling and psychiatric services for those needing a little more careCase Management services to help you access other community resources you need to be healthy, such as housing, food, and legal assistanceSupport and wellness groupsAt Unity Care NW, coordinated, integrated behavioral health care means that:You can work directly with a Behavioral Health provider at your medical visit.Behavioral health counselors and case managers are part of your primary care medical team.All of our counselors and psychiatric providers work closely with your Primary Care Provider and may assist with medication management. Together, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, and lifestyle changes.You can receive a referral to Unity Care NW psychiatrists for medication management.Behavioral health staff can refer you to other community mental health counselors for low-cost mental health counseling or provide mental health counseling at our health center.We can help you address such concerns as depression, anxiety, post-traumatic stress disorder, smoking cessation, substance use, and chronic conditions. For patients receiving behavioral health counseling from community providers, our staff will help coordinate your care.Support and Wellness GroupsUnity Care NW offers a variety of wellness groups to help you improve your health. Our behavioral health groups provide a safe environment to work through symptoms, decrease isolation, and provide support.We offer groups such as: Wellness Skills, Smoking Cessation, Food Sense, and Chronic Pain Management. For information about current and upcoming classes, check out our Wellness Group calendar or contact our Behavioral Health Coordinator at (360) 788-2660.*Dental Care*Adult Dental Care OverviewAdult dental care is one of the most needed but least available services in Whatcom County. An estimated 45,000 Whatcom County residents lack access to dental care. Unity Care NW has expanded its dental facilities in recent years, but we are still only able to meet a small portion of the need. We are committed to continuing to work with the community to expand services and access to adult dental care. In the meantime, we prioritize dental care for the following groups:Pregnant womenParents of our pediatric patientsOur established pediatric dental patients once they reach adulthoodPeople living with HIVDevelopmentally disabled patientsAdults with dental emergenciesMedical patients with certain health conditions who are referred by their providerFor more information about access to our dental services, please call us at (360) 676-6177.",,2019/11/26
2452,Unity Care NW (Bellingham Health Center),,,,,,,,,Active,"Unity Care NW offers primary and preventive health care for people at every age. We have a full range of family practice and urgent medical services:*Medical Services:*-   well-child exams-   immunizations-   women’s health care-   diagnosis and treatment of acute illness-   urgent care-   on-site testing and laboratory services-   behavioral health care-   care of chronic illness, such as diabetes, heart disease and HIV/AIDS-   prescriptionsUnity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:*Dental Services:*-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Behavioral Health Services:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Payment options:*Unity Care NW accepts Healthy Options, Medicare, Medicaid, the Basic Health Plan, DSHS , and most private insurance. For people who do not have insurance, we discount our charges on a sliding fee scale based on household size and income. No one is ever denied services because of an inability to pay.",,2021/06/15
2496,Assessment and Treatment Associates (Bellingham),,,,https://www.assesstreat.com/bellingham/,,,,,Active,,,
2511,Belair Clinic,,,,https://www.belairclinic.com,,,,,Active,,,
2516,Bridges Treatment and Recovery (Bellingham),,,,https://www.bridgestreatment.com,,,,,Active,,Statewide: No,
2517,Bridges Treatment and Recovery (Ferndale),,,,https://www.bridgestreatment.com,,,,,Active,,,
2581,Lake Whatcom Residential & Treatment Center,,,,https://lwrtc.org/services/medical-services/,,,,,Active,,Statewide: No,
2587,Lummi Care,,,,https://www.lummi-nsn.gov/Website.php?PageID=671,,,,,Active,,"Agency_Languages: english, spansih",
2609,Nooksack Tribe (Genesis II),,,,https://nooksacktribe.org/departments/health/alcohol-chemical-dependency/,,,,,Active,,,
11773,MISSING ORG,,,,,,,,,,Machine added during HSDS translation.,,
11779,MISSING ORG,,,,,,,,,,Machine added during HSDS translation.,,
11780,MISSING ORG,,,,,,,,,,Machine added during HSDS translation.,,
11782,MISSING ORG,,,,,,,,,,Machine added during HSDS translation.,,
11783,MISSING ORG,,,,,,,,,,Machine added during HSDS translation.,,
