name,desc,url,address_1,address_2,city,state,postal,country,type_row,region,duplicate_id,duplicate_type,training_set_num
dshs community services offices,"helps people achieve and maintain self-sufficiency by providing financial assistance for food, medical expenses and id cards to those who are eligible. also provides limited cash assistance. additional programs available for refugees, families and people with disabilities.",https://www.dshs.wa.govqfood-cash-medical,4101 meridian ave.,,bellingham,wa,98226,us,physical,"whatcom, wa",172,mangled_address_1|mangled_url,1
dshs division of vocational rehabilitation,"helps people with disabilities prepare for, obtain and retain employment. works in partnership with the community and businesses to develop employment opportunities for people who have disabilities.",http://dshs.wa.gov/dvr,4101 meridian ave,,bellingham,wa,98226,us,physical,"whatcom, wa",,,1
dshs divisioneof vocational rehabilitation,"helps people with disabilities prepare for, obtain and retain employment. works in partnership with the community and businesses to develop employment opportunities for people who have disabilities.",http://dshs.wa.com/dvr/,,,bellingham,wa,98226,us,physical,"whatcrm, wa",174,mangled_name|mangled_address_1|mangled_url|mangled_region,1
dshs aging and long-term support administration's home and community services,helps vulnerable and dependent adults by funding personal care services in a variety of settings. investigates reports of adult abuse and neglect.,https://www.dshs.wa.gov/altsa/home-and-community-services/agencies-help#hcs,2219 rimland drive,suite 419,bellingham,wa,98226,us,physical,whatcom,,,1
dshs aging and long-term support administration's hoe and community services,helps vulnerable and dependent adults by funding personal care services in a variety of settings. investigates reports of adult abuse and neglect.,https://www.dshs.wa.dom/altsa/home-and-commuhity-services/agencies-help#hcs,,suite 419,bellingham,wa,98226,us,physical,whatcom,176,mangled_name|mangled_address_1|mangled_url,1
journey housing and payee services,"journey housing and payee services, an everett-based non-profit company, creates affordable housing programs that empower people living with developmental disabilities to discover their potential, live independently with supportive services and engage in community life. journey also operates a payee service providing representative payee services to washington residents who need assistance in managing their personal financial affairs. the main mission of the organization is to provide housing, which they accomplish as a property management agency and as a payee service, prioritizing the payment of rent and utilities to assist people in keeping their housing.",https://journeyhousingandpayee.org,1515 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,1
journey housing and paye services,"journey housing and payee services, an everett-based non-profit company, creates affordable housing programs that empower people living with developmental disabilities to discover their potential, live independently with supportive services and engage in community life. journey also operates a payee service providing representative payee services to washington residents who need assistance in managing their personal financial affairs. the main mission of the organization is to provide housing, which they accomplish as a property management agency and as a payee service, prioritizing the payment of rent and utilities to assist people in keeping their housing.",http://journeyhousingandpayee.com,1515 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,178,mangled_name|mangled_url,1
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3600 meridian street,,bellingham,wa,98225,us,physical,whatcom,,,1
lake whatcom residentia ond treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org/,3600 meridian street,,bellingham,wa,98225,,physical,whatcom,180,mangled_name|mangled_url|mangled_country,1
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3400 agate heights road,,bellingham,wa,98226,us,physical,whatcom,,,1
lifeline connections,offers outpatient and residential substance use disorder and mental health treatment services.,https://lifelineconnections.org/,4120 meridian street,220,bellingham,wa,98226,us,physical,whatcom,,,1
lifoline conections,offers outpatient and residential substance use disorder and mental health treatment services.,http://lifelineconnections.org/,4120 meridian street,220,bellingham,wa,98226,us,physical,whatcom,183,mangled_name|mangled_url,1
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,910 west holly street,,bellingham,wa,98225,us,physical,whatcom,,,1
lighthluse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org/,910 west holly st.,,bellingham,wa,98225,us,physical,whaecom,185,mangled_name|mangled_address_1|mangled_url|mangled_region,1
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,1530 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,1
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",hptp://www.thelighthousemission.org,1530 cornwall avenue,,bellingham,wa,98225,us,physical,whatco,187,mangled_url|mangled_region,1
social security administration,"manages application and administration offices for federal social security, supplemental security income (ssi), medicare, medicare part d/extra help, social security disability income (ssdi) and survivor and death benefits programs.",https://www.ssa.gov/seattle/index.htm,710 alabama street,,bellingham,wa,98225,us,physical,whatcom,,,1
socihl security admvnigration,"manages application and administration offices for federal social security, supplemental security income (ssi), medicare, medicare part d/extra help, social security disability income (ssdi) and survivor and death benefits programs.",http://www.ssa.com/seattle/index.htu/,710 alabama st,,bellingham,wa,98225,us,physical,whatcom,189,mangled_name|mangled_address_1|mangled_url,1
nami whatcom,"nami whatcom county is an affiliate of nami, the national alliance on mental illness, the nation’s largest grassroots mental health organization dedicated to building better lives for the millions of americans affected by mental illness.  our mission is to encourage recovery and reintegration of persons with mental illnesses and to provide support, education, and advocacy for persons with mental illness and their families.  nami whatcom county is fully inclusive of individuals with mental illness and their families of all backgrounds and cultures.  the mission of nami whatcom county is to provide hope and improve the quality of life for those affected by mental illness through support, education and advocacy. nami whatcom county provides support for persons affected by mental illness in numerous ways.   we offer numerous programs and resources that encompass our values that support our mission. our programs consist of the following free support groups, classes, and education opportunities.",http://www.namiwhatcom.org,800 east chestnut street,1c,bellingham,wa,98225,us,physical,whatcom,,,1
,"nami whatcom county is an affiliate of nami, the national alliance on mental illness, the nation’s largest grassroots mental health organization dedicated to building better lives for the millions of americans affected by mental illness.  our mission is to encourage recovery and reintegration of persons with mental illnesses and to provide support, education, and advocacy for persons with mental illness and their families.  nami whatcom county is fully inclusive of individuals with mental illness and their families of all backgrounds and cultures.  the mission of nami whatcom county is to provide hope and improve the quality of life for those affected by mental illness through support, education and advocacy. nami whatcom county provides support for persons affected by mental illness in numerous ways.   we offer numerous programs and resources that encompass our values that support our mission. our programs consist of the following free support groups, classes, and education opportunities.",httf://namiwhatcom.org/,,1c,bellingham,wa,98225,us,physical,whatcom,191,mangled_name|mangled_address_1|mangled_url,1
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,2912 northwest avenue,,bellingham,wa,98225,us,physical,whatcom,,,1
salvatio army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org/,2912 northwest ave,,bellingham,wa,98225,us,physical,watcom,193,mangled_name|mangled_address_1|mangled_url|mangled_region,1
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,1515 birchwood avenue,,bellingham,wa,98225,us,physical,whatcom,,,1
salvaion armya- bellingham,non-profit multi service center.,http://bellingham.salvationarmy.com,1515 birchwood avenue,,bellingham,wa,98225,us,physical,whatcom,195,mangled_name|mangled_url,1
alcoholics anonymous' western washington area 72,lists 12-step support groups for alcoholics. some meetings have interpreters for individuals who are hard of hearing. provides information about aa meetings throughout western washington.,http://www.area72aa.org,1225 east sunset drive,suite 145-745,bellingham,wa,98226,us,physical,whatcom,,,1
alcoholics anonymous' western washington area 72,lists 12-step support groups for alcoholics. some meetings have interpreters for individuals who are hard of hearing. provides information about aa meetings throughout western washington.,http://area72aa.arp,1225 east sunset drive,suite 145-745,bellingham,wa,98226,us,physical,whatcom,197,mangled_url,1
worksource whatcom,"offers a comprehensive job center providing workshops and seminars that are fun and informative in a casual atmosphere. topics include: job search strategies, skills and abilities analysis, perfecting applications, effective resumes, and cover letters, interviewing techniques, computer classes and weekly job networking club. also provides free technology use for your career exploration and job searching needs. computers with internet access, assessment, and interview practice software, create and print your resume and other employment-related documents, fax applications to employers. copiers (limited to 4 copies) and phones are available explicitly for job search.   unemployment insurance information for questions or to file an unemployment insurance claim by phone:  1-800-318-6022 online:  www.esd.wa.gov  online resources - worksourcewa.com - find hundreds of available jobs, apply for local, state and national jobs, post your resume online for employers to view, discover job search strategies for success.   employment & training programs more intensive services and programs are available through worksource for qualifying low income young people, adults, and workers age 55 and better; dislocated workers; displaced homemakers; veterans, individuals with a disability; migrant agricultural workers; ex-offenders; and others.   business services worksource provides human resource assistance, help during layoffs, and access to resources for business development.  - assistance with finding qualified applicants - activities to market your current job openings - private rooms at worksource centers for interviewing candidates - resources for staff development and employee skills assessment - assistance when dealing with company closures and layoffs - access to current labor market information and local economic trends - business resources for working with people with disabilities, obtaining tax credits, addressing human resource needs, etc. - customized solutions for your business’ needs  worksource is open to the public. the center is an adult learning environment. please remember, resource lobby is for job search, career exploration, training research, & unemployment insurance activities. use is monitored.  worksource is an equal opportunity employer and provider of employment and training services. auxiliary aids and services are available upon request to persons of disability.",https://www.worksourcewa.com,101 prospect street,,bellingham,wa,98225,us,physical,whatcom,,,1
worksource whatcom,"offers a comprehensive job center providing workshops and seminars that are fun and informative in a casual atmosphere. topics include: job search strategies, skills and abilities analysis, perfecting applications, effective resumes, and cover letters, interviewing techniques, computer classes and weekly job networking club. also provides free technology use for your career exploration and job searching needs. computers with internet access, assessment, and interview practice software, create and print your resume and other employment-related documents, fax applications to employers. copiers (limited to 4 copies) and phones are available explicitly for job search.   unemployment insurance information for questions or to file an unemployment insurance claim by phone:  1-800-318-6022 online:  www.esd.wa.gov  online resources - worksourcewa.com - find hundreds of available jobs, apply for local, state and national jobs, post your resume online for employers to view, discover job search strategies for success.   employment & training programs more intensive services and programs are available through worksource for qualifying low income young people, adults, and workers age 55 and better; dislocated workers; displaced homemakers; veterans, individuals with a disability; migrant agricultural workers; ex-offenders; and others.   business services worksource provides human resource assistance, help during layoffs, and access to resources for business development.  - assistance with finding qualified applicants - activities to market your current job openings - private rooms at worksource centers for interviewing candidates - resources for staff development and employee skills assessment - assistance when dealing with company closures and layoffs - access to current labor market information and local economic trends - business resources for working with people with disabilities, obtaining tax credits, addressing human resource needs, etc. - customized solutions for your business’ needs  worksource is open to the public. the center is an adult learning environment. please remember, resource lobby is for job search, career exploration, training research, & unemployment insurance activities. use is monitored.  worksource is an equal opportunity employer and provider of employment and training services. auxiliary aids and services are available upon request to persons of disability.",https://www.worksoircewa.com,101 prospect st.,,bellingham,wa,98225,us,physical,whatcom,199,mangled_address_1|mangled_url,1
seattle goodwill,"offers adult basic education programs, esl classes, ged preparation and basic computer skill classes at four area job training centers. in addition, offers a retail and customer service training program for adults.",https://seattlegoodwill.org/,1115 e. sunset dr.,,bellingham,wa,98226,us,physical,"whatcom, wa",,,1
seattle gooeill,"offers adult basic education programs, esl classes, ged preparation and basic computer skill classes at four area job training centers. in addition, offers a retail and customer service training program for adults.",httpo://seattlegoodwill.org/,,,bellingham,wa,98226,us,physical,"whattom, wa",201,mangled_name|mangled_address_1|mangled_url|mangled_region,1
whatcom dream,"offers financial literacy classes, covering the following topics: values, budgeting, goal setting, banking, debt reduction, credit repair, consumerism, insurance, transportation, home ownership, retirement and investing. classes, meet once a week and are open to the public.",http://thewhatcomdream.org,1846 iron street,,bellingham,wa,98225,us,physical,whatcom,,,1
whatcom dream,"offers financial literacy classes, covering the following topics: values, budgeting, goal setting, banking, debt reduction, credit repair, consumerism, insurance, transportation, home ownership, retirement and investing. classes, meet once a week and are open to the public.",http://thewhatcomdream.com/,1846 iron street,,bellingham,wa,98225,us,physical,whntcom,203,mangled_url|mangled_region,1
washington state department of labor & industries,"offers vocational rehabilitation services to qualified injured workers. pays medical bills of workers injured on the job and compensates for time lost. provides disability awards and pensions for workers injured on the job when the job injury results in a permanent inability to work. works to resolve complaints regarding mobile housing, factory-built housing and recreational vehicles.",http://lni.wa.gov,1720 ellis st,suite 200,bellingham,wa,98225,us,physical,"whatcom, wa",,,1
washington stae department of labor & indstris,"offers vocational rehabilitation services to qualified injured workers. pays medical bills of workers injured on the job and compensates for time lost. provides disability awards and pensions for workers injured on the job when the job injury results in a permanent inability to work. works to resolve complaints regarding mobile housing, factory-built housing and recreational vehicles.",httpy//lni.wa.grv/,1720 ellis st,suite 200,bellingham,wa,98225,us,physical,"hatcom,qwa",205,mangled_name|mangled_url|mangled_region,1
old town christian ministries,old town christian ministries began in 1980 as an outreach to homeless people in whatcom county.,,1704 north state street,,bellingham,wa,98225,us,physical,whatcom,,,1
old tow christian inistries,old town christian ministries began in 1980 as an outreach to homeless people in whatcom county.,,1704 north state str,,bellingham,wa,98225,us,physical,whatcom,207,mangled_name|mangled_address_1,1
"washington state department of children, youth & families' child welfare system",operates a child abuse hotline. provides child protective services. also provides family reconciliation services to families with adolescents who have run away or are experiencing family conflict. connects families interested in adopting with children in dshs custody. maintains a separate office for indian child welfare.,https://www.dcyf.wa.gov,"1720 ellis st., suite 100",,bellingham,wa,98225,us,physical,"whatcom, wa",,,1
"washington state department of children, youth & familiur' child welfare system",operates a child abuse hotline. provides child protective services. also provides family reconciliation services to families with adolescents who have run away or are experiencing family conflict. connects families interested in adopting with children in dshs custody. maintains a separate office for indian child welfare.,http://www.dcyf.wa.gov/,"1720 ellis st., suite 100",,bellingham,wa,98225,us,physical,"whatcom, wa",209,mangled_name|mangled_url,1
first baptist church - bellingham,provides a hot meal for anyone in need.,http://firstbaptistbellingham.com/connect/tuesday-meal,110 flora street,,bellingham,wa,98225,us,physical,whatcom,,,1
first baptist cpurch - bellingham,provides a hot meal for anyone in need.,http://firstbaptistbellingham.com/jlnnect/tuesday-meal,,,bellingham,wa,98225,us,physical,whatcom,211,mangled_name|mangled_address_1|mangled_url,1
arc of whatcom county,"provides advocacy, information and referral, parent support and limited financial assistance to persons with developmental disabilities and their families.",http://www.arcwhatcom.org,2602 mcleod road,,bellingham,wa,98225,us,physical,whatcom,,,1
arc of whatcom county,"provides advocacy, information and referral, parent support and limited financial assistance to persons with developmental disabilities and their families.",http://www.arcwhalcom.orw,2602 mcleod rd,,bellingham,wa,98225,us,physical,whatcom,213,mangled_address_1|mangled_url,1
"hearing, speech & deaf center","provides audiology and hearing aids, speech therapy, case management and advocacy for the deaf and hard of hearing, early childhood education, sign language interpreting, and assistive technology.",http://hsdc.org,114 west magnolia street,suite 106,bellingham,wa,98225,us,physical,whatcom,,,1
"hearing, spiech & deaf center","provides audiology and hearing aids, speech therapy, case management and advocacy for the deaf and hard of hearing, early childhood education, sign language interpreting, and assistive technology.",http://hsdc.org/,,suite 106,bellingham,wa,98225,us,physical,whatcom,215,mangled_name|mangled_address_1|mangled_url,1
blaine school district,public school district.,http://www.blainesd.org,765 h street,,blaine,wa,98230,us,physical,whatcom,,,1
blaine school dishxict,public school district.,http://www.blainesd.org,765 h street,,blaine,wa,98230,ls,physical,hatco,217,mangled_name|mangled_region|mangled_country,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,1415 commercial street,,bellingham,wa,98225,us,physical,whatcom,,,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvoeytes.com,1415 commercial st,,bellingham,wa,98225,us,physical,whatcom,219,mangled_address_1|mangled_url,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,210 central avenue,,bellingham,wa,98225,us,physical,whatcom,,,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://lawadvocates.org/,210 central avenue,,bellingham,wa,98225,us,physical,,221,mangled_url|mangled_region,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,311 grand avenue,5th floor,bellingham,wa,98225,us,physical,whatcom,,,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,dttp://www.lawadvocates.org,311 grand avenue,5th floor,bellingham,wa,98225,us,physical,whatcom,223,mangled_url,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,3350 airport drive,,bellingham,wa,98226,us,physical,whatcom,,,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.com/,,,bellingham,wa,98226,us,physical,whatcom,225,mangled_address_1|mangled_url,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,6884 hannegan road,,everson,wa,98247,us,physical,whatcom,,,1
sa mar communrty heqlth centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",http://www.seamar.org/,6884 hannegan road,,everson,wa,98247,us,physical,whatcom,227,mangled_name|mangled_url,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,1603 east illinois street,,bellingham,wa,98226,us,physical,whatcom,,,1
sea mar comunity healt centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamxr.com/,1603 east illinois street,,bellingham,wa,98226,us,physical,whatcom,229,mangled_name|mangled_url,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,4455 cordata parkway,,bellingham,wa,98226,us,physical,whatcom,,,1
seavmr community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",http://www.seamar.org/,,,bellingham,wa,98226,us,physical,whatcom,231,mangled_name|mangled_address_1|mangled_url,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,6046 portal way,,ferndale,wa,98248,us,physical,whatcom,,,1
sea mar commnity health cenyers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",www.seamar.org/,,,ferndale,wa,98248,us,physical,whatcom,233,mangled_name|mangled_address_1|mangled_url,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,1764 iowa street,,bellingham,wa,98229,us,physical,whatcom,,,1
,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",http://www.seamar.com/,1764 iowa street,,bellingham,wa,98229,us,physical,whatcom,235,mangled_name|mangled_url,1
planned parenthood,"provides contraception options, pregnancy testing and the hpv vaccine. offers pregnancy options counseling. also offers preventive health care screenings such as breast and pelvic exams, pap smears, and std testing. hiv testing is provided. services are confidential.",http://ppgnhi.org,1530 ellis st.,,bellingham,wa,98225,us,physical,"whatcom, wa",,,1
planned parvnthood,"provides contraception options, pregnancy testing and the hpv vaccine. offers pregnancy options counseling. also offers preventive health care screenings such as breast and pelvic exams, pap smears, and std testing. hiv testing is provided. services are confidential.",http://ppgnhi.krg/,1530 ellis st.,,bellingham,wa,98225,us,physical,"whatcom, wa",237,mangled_name|mangled_url,1
lutheran counseling network,"provides counseling to individuals, couples and families at several lutheran churches around puget sound.  provides couples therapy and counseling, and therapy for individuals and families, addressing such areas as anxiety, depression, behavioral problems, trauma recovery, parenting, sexuality and spirituality.",http://www.lutherancounseling.net,2600 lakeway drive,christ the servant lutheran church,bellingham,wa,98229,us,physical,whatcom,,,1
lukheran counseling network,"provides counseling to individuals, couples and families at several lutheran churches around puget sound.  provides couples therapy and counseling, and therapy for individuals and families, addressing such areas as anxiety, depression, behavioral problems, trauma recovery, parenting, sexuality and spirituality.",http://www.lutherancounsqling.net/,2600 lakeway dr,christ the servant lutheran church,bellingham,wa,98229,u,physical,whatcom,239,mangled_name|mangled_address_1|mangled_url|mangled_country,1
ideal option,"provides full service medical treatment for substance use disorder, including buprenorphine program for those with opioid addictions.",https://www.idealoption.com/,3800 byron avenue,suite 122,bellingham,wa,98229,us,physical,whatcom,,,1
deal option,"provides full service medical treatment for substance use disorder, including buprenorphine program for those with opioid addictions.",httgs://www.idealoption.com/,3800 byron ave.,suite 122,bellingham,wa,98229,us,physical,whatcom,241,mangled_name|mangled_address_1|mangled_url,1
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,https://www.irs.gov/help/contact-my-local-office-in-washington,114 west magnolia street,,bellingham,wa,98225,us,physical,whatcom,,,1
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,http://www.irs.gov/help/contact-my-local-office-in-washington,,,bellingham,wa,98225,us,physical,whatcom,243,mangled_address_1|mangled_url,1
veterans affairs puget sound health care system,"provides inpatient, outpatient and emergency services to meet the medical, surgical and psychiatric needs of eligible veterans, including evaluation, assessment and treatment for substance abuse. three king county outpatient clinics provide primary care, mental health services and social work services.",http://www.pugetsound.va.gov/,3800 byron ave,suite 124,bellingham,wa,98229,us,physical,whatcom,,,1
vetevans affairs puget sound health care system,"provides inpatient, outpatient and emergency services to meet the medical, surgical and psychiatric needs of eligible veterans, including evaluation, assessment and treatment for substance abuse. three king county outpatient clinics provide primary care, mental health services and social work services.",http://www.pugetsound.va.gov/,3800 byron avenue,suite 124,bellingham,wa,98229,us,physical,whatcom,245,mangled_name|mangled_address_1,1
"answers counseling, consultation and case management","located in eight counties and provide home visiting nursing, behavioral health, dietetic and community health services.",https://www.answerscounseling.org/,4101 guide meridian,,bellingham,wa,98226,us,physical,whatcom,,,1
"answers counseling, consulttion and cae management","located in eight counties and provide home visiting nursing, behavioral health, dietetic and community health services.",https://www.answerscounseling.org/,4101 guide meridian,,bellingham,wa,98226,us,physical,whatcom,247,mangled_name,1
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,https://www.irs.gov/help/contact-my-local-office-in-washington,,,,,,us,mailing,whatcom,,,1
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,http://irs.gov/help/contact-my-lecal-office-incwashington/,,,,,,us,mailing,watcom,249,mangled_url|mangled_region,1
bellingham community meal program,provides once a month meals jan-oct to needy individuals and families.,https://www.assumption.org,2116 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,1
bellingham community meal program,provides once a month meals jan-oct to needy individuals and families.,https://assumption.org,2116 cornwall ave,,bellingham,wa,98225,us,physical,whatcom,251,mangled_address_1|mangled_url,1
pioneer human services,"provides a chance for change to people overcoming the challenges of conviction histories, substance use disorders and mental health issues by offering treatment, housing, training and employment services. our vision is a world free from injustice, discrimination and mass incarceration, where everyone has the health, acceptance and opportunity to live their lives to their fullest potential.",http://pioneerhumanservices.org,2026 division street,,bellingham,wa,98226,us,physical,whatcom,,,1
pioneer humn services,"provides a chance for change to people overcoming the challenges of conviction histories, substance use disorders and mental health issues by offering treatment, housing, training and employment services. our vision is a world free from injustice, discrimination and mass incarceration, where everyone has the health, acceptance and opportunity to live their lives to their fullest potential.",http://pioneerhumaeservices.com,,,bellingham,wa,98226,us,physical,watcom,253,mangled_name|mangled_address_1|mangled_url|mangled_region,1
saint paul's episcopal church,"provides small amounts of emergency financial assistance for transportation, food, utilities and other emergency needs. no support for hotels and car repairs.  very limited support for rent or large (>$200) utility bills from a network of churches.",http://stpaulsbellingham.org,2116 walnut street,,bellingham,wa,98225,us,physical,whatcom,,,1
saint paul's episcopal church,"provides small amounts of emergency financial assistance for transportation, food, utilities and other emergency needs. no support for hotels and car repairs.  very limited support for rent or large (>$200) utility bills from a network of churches.",htth://stpaulsbellingham.org/,2116 walnut street,,bellingham,wa,98225,us,physical,whatcom,255,mangled_url,1
whatcom-skagit housing,"provides technical assistance to qualified families who wish to build their own homes in cooperative groups. six to ten very-low to low income families are recruited and assisted in applying for individual home loans, selecting designs, and acquiring construction skills.  participating families make a weekly labor commitment of 35 hours.  program meets federal requirements of usda rural development.  serves whatcom & skagit counties.",http://www.whatcomskagithousing.com,1971 midway lane,suite c,bellingham,wa,98226,us,physical,whatcom,,,1
,"provides technical assistance to qualified families who wish to build their own homes in cooperative groups. six to ten very-low to low income families are recruited and assisted in applying for individual home loans, selecting designs, and acquiring construction skills.  participating families make a weekly labor commitment of 35 hours.  program meets federal requirements of usda rural development.  serves whatcom & skagit counties.",http://www.whatcomskagithousing.com/,1971 midway lane,suite c,bellingham,wa,98226,us,physical,whatcom,257,mangled_name|mangled_url,1
whatcom unified emergency coordination center,provides website information on emergency management and disaster preparedness as well as road closure and disaster kit lists for families and individuals living in the whatcom county area,http://www.whatcomready.org,3888 sound way,,bellingham,wa,98226,us,physical,whatcom,,,1
whatcom unified emergency coordination center,provides website information on emergency management and disaster preparedness as well as road closure and disaster kit lists for families and individuals living in the whatcom county area,http:x/woatcomready.com,3888 sound way,,bellingham,wa,98226,us,physical,whatcom,259,mangled_url,1
wsu extension - whatcom county,provides wellness and agricultural programs to residents of whatcom county.,https://extension.wsu.edu/whatcom,1000 n forest st,suite 201,bellingham,wa,98225,us,physical,whatcom,,,1
