worksource whatcom,"offers a comprehensive job center providing workshops and seminars that are fun and informative in a casual atmosphere. topics include: job search strategies, skills and abilities analysis, perfecting applications, effective resumes, and cover letters, interviewing techniques, computer classes and weekly job networking club. also provides free technology use for your career exploration and job searching needs. computers with internet access, assessment, and interview practice software, create and print your resume and other employment-related documents, fax applications to employers. copiers (limited to 4 copies) and phones are available explicitly for job search.   unemployment insurance information for questions or to file an unemployment insurance claim by phone:  1-800-318-6022 online:  www.esd.wa.gov  online resources - worksourcewa.com - find hundreds of available jobs, apply for local, state and national jobs, post your resume online for employers to view, discover job search strategies for success.   employment & training programs more intensive services and programs are available through worksource for qualifying low income young people, adults, and workers age 55 and better; dislocated workers; displaced homemakers; veterans, individuals with a disability; migrant agricultural workers; ex-offenders; and others.   business services worksource provides human resource assistance, help during layoffs, and access to resources for business development.  - assistance with finding qualified applicants - activities to market your current job openings - private rooms at worksource centers for interviewing candidates - resources for staff development and employee skills assessment - assistance when dealing with company closures and layoffs - access to current labor market information and local economic trends - business resources for working with people with disabilities, obtaining tax credits, addressing human resource needs, etc. - customized solutions for your business’ needs  worksource is open to the public. the center is an adult learning environment. please remember, resource lobby is for job search, career exploration, training research, & unemployment insurance activities. use is monitored.  worksource is an equal opportunity employer and provider of employment and training services. auxiliary aids and services are available upon request to persons of disability.",https://www.worksourcewa.com,101 prospect str.,,bellingham,wa,98225,us,physical,whatcom,cdb3beda-7095-4746-a992-7e053588b9b8,street_dup,1
seattle goodwill,"offers adult basic education programs, esl classes, ged preparation and basic computer skill classes at four area job training centers. in addition, offers a retail and customer service training program for adults.",https://seattlegoodwill.org/,1115 e. sunset dr.,,bellingham,wa,98226,us,physical,"whatcom, wa",,,0
whatcom dream,"offers financial literacy classes, covering the following topics: values, budgeting, goal setting, banking, debt reduction, credit repair, consumerism, insurance, transportation, home ownership, retirement and investing. classes, meet once a week and are open to the public.",http://thewhatcomdream.org,1846 iron street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom dream,"offers financial literacy classes, covering the following topics: values, budgeting, goal setting, banking, debt reduction, credit repair, consumerism, insurance, transportation, home ownership, retirement and investing. classes, meet once a week and are open to the public.",http://thewhatcomdream.org,1846 iron str,,bellingham,wa,98225,us,physical,whatcom,b319f466-5117-4944-8a5b-9df3b67fbbc3,street_dup,1
washington state department of labor & industries,"offers vocational rehabilitation services to qualified injured workers. pays medical bills of workers injured on the job and compensates for time lost. provides disability awards and pensions for workers injured on the job when the job injury results in a permanent inability to work. works to resolve complaints regarding mobile housing, factory-built housing and recreational vehicles.",http://lni.wa.gov,1720 ellis st,suite 200,bellingham,wa,98225,us,physical,"whatcom, wa",,,0
washington state department of labor & industries,"offers vocational rehabilitation services to qualified injured workers. pays medical bills of workers injured on the job and compensates for time lost. provides disability awards and pensions for workers injured on the job when the job injury results in a permanent inability to work. works to resolve complaints regarding mobile housing, factory-built housing and recreational vehicles.",http://lni.wa.gov,1720 ellis st,suite 200,bellingham,wa,98225,us,physical,"whatcom, wa",a0f8e8f4-6b99-4896-8631-53453f99b30b,street_dup,1
old town christian ministries,old town christian ministries began in 1980 as an outreach to homeless people in whatcom county.,,1704 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
old town christian ministries,old town christian ministries began in 1980 as an outreach to homeless people in whatcom county.,,1704 north state str,,bellingham,wa,98225,us,physical,whatcom,576befcf-2c84-4d48-93b2-18316a32fcd9,street_dup,1
"washington state department of children, youth & families' child welfare system",operates a child abuse hotline. provides child protective services. also provides family reconciliation services to families with adolescents who have run away or are experiencing family conflict. connects families interested in adopting with children in dshs custody. maintains a separate office for indian child welfare.,https://www.dcyf.wa.gov,"1720 ellis st., suite 100",,bellingham,wa,98225,us,physical,"whatcom, wa",,,0
first baptist church - bellingham,provides a hot meal for anyone in need.,http://firstbaptistbellingham.com/connect/tuesday-meal,110 flora street,,bellingham,wa,98225,us,physical,whatcom,,,0
arc of whatcom county,"provides advocacy, information and referral, parent support and limited financial assistance to persons with developmental disabilities and their families.",http://www.arcwhatcom.org,2602 mcleod road,,bellingham,wa,98225,us,physical,whatcom,,,0
arc of whatcom county,"provides advocacy, information and referral, parent support and limited financial assistance to persons with developmental disabilities and their families.",http://www.arcwhatcom.org,2602 mcleod road,,bellingham,wa,98225,us,physical,whatcom,7c91c52e-c9c6-44ae-9aa2-e103630ce845,street_dup,1
"hearing, speech & deaf center","provides audiology and hearing aids, speech therapy, case management and advocacy for the deaf and hard of hearing, early childhood education, sign language interpreting, and assistive technology.",http://hsdc.org,114 west magnolia street,suite 106,bellingham,wa,98225,us,physical,whatcom,,,0
blaine school district,public school district.,http://www.blainesd.org,765 h street,,blaine,wa,98230,us,physical,whatcom,,,0
blaine school district,public school district.,http://www.blainesd.org,765 h str,,blaine,wa,98230,us,physical,whatcom,1131666d-5a05-4a9a-9a72-e63e7191554a,street_dup,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,1415 commercial street,,bellingham,wa,98225,us,physical,whatcom,,,0
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,210 central avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,210 central ave.,,bellingham,wa,98225,us,physical,whatcom,341ca68a-bf9a-48c2-9be9-5323d74a5b2a,street_dup,1
law advocates,provides free civil legal assistance to low-income whatcom county residents by linking them with attorney and community volunteers.,http://www.lawadvocates.org,311 grand avenue,5th floor,bellingham,wa,98225,us,physical,whatcom,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,3350 airport drive,,bellingham,wa,98226,us,physical,whatcom,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,6884 hannegan road,,everson,wa,98247,us,physical,whatcom,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,6884 hannegan rd,,everson,wa,98247,us,physical,whatcom,511b4734-66e3-478e-86b0-9c25bbafbcc4,street_dup,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,1603 east illinois street,,bellingham,wa,98226,us,physical,whatcom,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,4455 cordata parkway,,bellingham,wa,98226,us,physical,whatcom,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,6046 portal way,,ferndale,wa,98248,us,physical,whatcom,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,6046 portal way,,ferndale,wa,98248,us,physical,whatcom,f211e48c-2c66-4f63-8e0e-a1da72bbbd1b,street_dup,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,1764 iowa street,,bellingham,wa,98229,us,physical,whatcom,,,0
planned parenthood,"provides contraception options, pregnancy testing and the hpv vaccine. offers pregnancy options counseling. also offers preventive health care screenings such as breast and pelvic exams, pap smears, and std testing. hiv testing is provided. services are confidential.",http://ppgnhi.org,1530 ellis st.,,bellingham,wa,98225,us,physical,"whatcom, wa",,,0
planned parenthood,"provides contraception options, pregnancy testing and the hpv vaccine. offers pregnancy options counseling. also offers preventive health care screenings such as breast and pelvic exams, pap smears, and std testing. hiv testing is provided. services are confidential.",http://ppgnhi.org,1530 ellis str.,,bellingham,wa,98225,us,physical,"whatcom, wa",5e4af841-0110-43f5-bdfc-fa781328503d,street_dup,1
lutheran counseling network,"provides counseling to individuals, couples and families at several lutheran churches around puget sound.  provides couples therapy and counseling, and therapy for individuals and families, addressing such areas as anxiety, depression, behavioral problems, trauma recovery, parenting, sexuality and spirituality.",http://www.lutherancounseling.net,2600 lakeway drive,christ the servant lutheran church,bellingham,wa,98229,us,physical,whatcom,,,0
ideal option,"provides full service medical treatment for substance use disorder, including buprenorphine program for those with opioid addictions.",https://www.idealoption.com/,3800 byron avenue,suite 122,bellingham,wa,98229,us,physical,whatcom,,,0
ideal option,"provides full service medical treatment for substance use disorder, including buprenorphine program for those with opioid addictions.",https://www.idealoption.com/,3800 byron ave,suite 122,bellingham,wa,98229,us,physical,whatcom,cf70f33a-67f9-422c-bc3d-3dac30ac1c2a,street_dup,1
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,https://www.irs.gov/help/contact-my-local-office-in-washington,114 west magnolia street,,bellingham,wa,98225,us,physical,whatcom,,,0
veterans affairs puget sound health care system,"provides inpatient, outpatient and emergency services to meet the medical, surgical and psychiatric needs of eligible veterans, including evaluation, assessment and treatment for substance abuse. three king county outpatient clinics provide primary care, mental health services and social work services.",http://www.pugetsound.va.gov/,3800 byron ave,suite 124,bellingham,wa,98229,us,physical,whatcom,,,0
"answers counseling, consultation and case management","located in eight counties and provide home visiting nursing, behavioral health, dietetic and community health services.",https://www.answerscounseling.org/,4101 guide meridian,,bellingham,wa,98226,us,physical,whatcom,,,0
"answers counseling, consultation and case management","located in eight counties and provide home visiting nursing, behavioral health, dietetic and community health services.",https://www.answerscounseling.org/,4101 guide meridian,,bellingham,wa,98226,us,physical,whatcom,813369ef-5d62-4349-817c-9d578122d3c2,street_dup,1
bellingham community meal program,provides once a month meals jan-oct to needy individuals and families.,https://www.assumption.org,2116 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
pioneer human services,"provides a chance for change to people overcoming the challenges of conviction histories, substance use disorders and mental health issues by offering treatment, housing, training and employment services. our vision is a world free from injustice, discrimination and mass incarceration, where everyone has the health, acceptance and opportunity to live their lives to their fullest potential.",http://pioneerhumanservices.org,2026 division street,,bellingham,wa,98226,us,physical,whatcom,,,0
saint paul's episcopal church,"provides small amounts of emergency financial assistance for transportation, food, utilities and other emergency needs. no support for hotels and car repairs.  very limited support for rent or large (>$200) utility bills from a network of churches.",http://stpaulsbellingham.org,2116 walnut street,,bellingham,wa,98225,us,physical,whatcom,,,0
saint paul's episcopal church,"provides small amounts of emergency financial assistance for transportation, food, utilities and other emergency needs. no support for hotels and car repairs.  very limited support for rent or large (>$200) utility bills from a network of churches.",http://stpaulsbellingham.org,2116 walnut str.,,bellingham,wa,98225,us,physical,whatcom,eca2523c-d159-44ac-95c1-0c3d90e30f40,street_dup,1
whatcom-skagit housing,"provides technical assistance to qualified families who wish to build their own homes in cooperative groups. six to ten very-low to low income families are recruited and assisted in applying for individual home loans, selecting designs, and acquiring construction skills.  participating families make a weekly labor commitment of 35 hours.  program meets federal requirements of usda rural development.  serves whatcom & skagit counties.",http://www.whatcomskagithousing.com,1971 midway lane,suite c,bellingham,wa,98226,us,physical,whatcom,,,0
whatcom-skagit housing,"provides technical assistance to qualified families who wish to build their own homes in cooperative groups. six to ten very-low to low income families are recruited and assisted in applying for individual home loans, selecting designs, and acquiring construction skills.  participating families make a weekly labor commitment of 35 hours.  program meets federal requirements of usda rural development.  serves whatcom & skagit counties.",http://www.whatcomskagithousing.com,1971 midway lane,suite c,bellingham,wa,98226,us,physical,whatcom,2d48f1be-6594-4b73-a33c-78de5aaa4b60,street_dup,1
whatcom unified emergency coordination center,provides website information on emergency management and disaster preparedness as well as road closure and disaster kit lists for families and individuals living in the whatcom county area,http://www.whatcomready.org,3888 sound way,,bellingham,wa,98226,us,physical,whatcom,,,0
wsu extension - whatcom county,provides wellness and agricultural programs to residents of whatcom county.,https://extension.wsu.edu/whatcom,1000 n forest st,suite 201,bellingham,wa,98225,us,physical,whatcom,,,0
meridian school district,public school district.,http://www.meridian.wednet.edu/,214 west laurel road,,bellingham,wa,98226,us,physical,whatcom,,,0
meridian school district,public school district.,http://www.meridian.wednet.edu/,214 west laurel rd.,,bellingham,wa,98226,us,physical,whatcom,46df9e1d-25db-4c4c-bdf3-f910e8ecc943,street_dup,1
meridian school district,public school district.,http://www.meridian.wednet.edu/,954 east hemmi road,,everson,wa,98247,us,physical,whatcom,,,0
ferndale community service cooperative,"offer opportunities to receive and give support to vulnerable families and individuals, including assistance applying for dshs benefits, worksource, and housing.  homeless assistance includes shower vouchers, bus vouchers, referrals and assistance to appropriate programs.  family support programs, financial literacy programs, mental health support group, drug and alcohol counseling.",http://www.ferndalecsc.org,5694 2nd avenue,,ferndale,wa,98248,us,physical,whatcom,,,0
ferndale community service cooperative,"offer opportunities to receive and give support to vulnerable families and individuals, including assistance applying for dshs benefits, worksource, and housing.  homeless assistance includes shower vouchers, bus vouchers, referrals and assistance to appropriate programs.  family support programs, financial literacy programs, mental health support group, drug and alcohol counseling.",http://www.ferndalecsc.org,5694 2nd avenue,,ferndale,wa,98248,us,physical,whatcom,0eb92fc8-c5c1-4a27-9156-966517d8ebf6,street_dup,1
lynden school district,"schools in the lynden school district are lynden high school, lynden middle school, isom intermediate school, fisher elementary school, and bernice vossbeck elementary school.",http://www.lynden.wednet.edu,1203 bradley road,,lynden,wa,98264,us,physical,whatcom,,,0
sean humphrey house,"sean humphrey house’s mission is to optimize the quality of life for low-income individuals living with hiv/aids, who may also suffer from other diseases and disabilities, and who are unable to live independently.",http://www.seanhumphreyhouse.org,1630 h street,,bellingham,wa,98225,us,physical,whatcom,,,0
dshs developmental disabilities administration,"serves as the point of entry for all of the administration's services to people with developmental disabilities. provides case management, family support and residential services, employment and community access.",https://www.dshs.wa.gov/dda,2219 rimland drive,suite 315,bellingham,wa,98226,us,physical,whatcom,,,0
dshs developmental disabilities administration,"serves as the point of entry for all of the administration's services to people with developmental disabilities. provides case management, family support and residential services, employment and community access.",https://www.dshs.wa.gov/dda,2219 rimland drive,suite 315,bellingham,wa,98226,us,physical,whatcom,929c30fc-506c-4423-b4e3-a7e99843d6d9,street_dup,1
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,,,,,,us,physical,whatcom,,,0
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,,,,,,us,physical,whatcom,24ed0e4f-3eea-4c80-ae8b-2e72920b8c3c,street_dup,1
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,4141 west maplewood avenue,,bellingham,wa,98226,us,physical,whatcom,,,0
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,800 east chestnut street,suite 3b,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom family ymca,"social service organization providing program for all ages.  primary programs include childcare, aquatics, youth fitness and enrichment, leadership development and healthy lifestyle/fitness opportunities for adults and seniors.",http://whatcomymca.org,1256 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom family ymca,"social service organization providing program for all ages.  primary programs include childcare, aquatics, youth fitness and enrichment, leadership development and healthy lifestyle/fitness opportunities for adults and seniors.",http://whatcomymca.org,1256 north state str,,bellingham,wa,98225,us,physical,whatcom,3cc0d3e7-43e3-4ddd-97ac-f5a460251ee3,street_dup,1
whatcom family ymca,"social service organization providing program for all ages.  primary programs include childcare, aquatics, youth fitness and enrichment, leadership development and healthy lifestyle/fitness opportunities for adults and seniors.",http://whatcomymca.org,2415 rimland dr,,bellingham,wa,98226,us,physical,whatcom,,,0
"sunrise services, inc.","sunrise services provides experience in supporting people with all forms of physical, mental and developmental disabilities and seniors.  they offer a wide range of customizable residential and in-home services for the elderly and adults with disabilities, as well as supported employment opportunities and other programs, including: caregiver training, community behavioral health services, vocational assistance/job placement.",https://sunriseservicesinc.com,1515 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
"sunrise services, inc.","sunrise services provides experience in supporting people with all forms of physical, mental and developmental disabilities and seniors.  they offer a wide range of customizable residential and in-home services for the elderly and adults with disabilities, as well as supported employment opportunities and other programs, including: caregiver training, community behavioral health services, vocational assistance/job placement.",https://sunriseservicesinc.com,1515 cornwall aven,,bellingham,wa,98225,us,physical,whatcom,fc857f59-0319-4900-bc02-62823657aa2d,street_dup,1
"sunrise services, inc.","sunrise services provides experience in supporting people with all forms of physical, mental and developmental disabilities and seniors.  they offer a wide range of customizable residential and in-home services for the elderly and adults with disabilities, as well as supported employment opportunities and other programs, including: caregiver training, community behavioral health services, vocational assistance/job placement.",https://sunriseservicesinc.com,4151 meridian street,suite 12,bellingham,wa,98226,us,physical,whatcom,,,0
domestic violence and sexual assault services of whatcom county,supports individuals affected by domestic violence and sexual assault and provides community education. all services are free and confidential.,http://www.dvsas.org,1407 commercial street,,bellingham,wa,98225,us,physical,whatcom,,,0
domestic violence and sexual assault services of whatcom county,supports individuals affected by domestic violence and sexual assault and provides community education. all services are free and confidential.,http://www.dvsas.org,1407 commercial street,,bellingham,wa,98225,us,physical,whatcom,ea741c88-52ac-4c56-8d26-a09f28d84aed,street_dup,1
city of bellingham,"the city of bellingham, which serves as the",https://cob.org,210 lottie street,,bellingham,wa,98225,us,physical,whatcom,,,0
city of bellingham,"the city of bellingham, which serves as the",https://cob.org,210 lottie str.,,bellingham,wa,98225,us,physical,whatcom,724dc262-0f94-41ae-9eca-99e7e9959d38,street_dup,1
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,1111 cornwall avenue,suite c,bellingham,wa,98225,us,physical,whatcom,,,0
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,1111 cornwall aven,suite c,bellingham,wa,98225,us,physical,whatcom,de90120c-ad91-48b3-878b-de6a590ec9da,street_dup,1
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,2750 mcleod rd,,bellingham,wa,98225,us,physical,whatcom,,,0
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,2117 walnut street,,bellingham,wa,98225,us,physical,whatcom,,,0
volunteer center of whatcom county,"links volunteers of all ages who want to contribute their talent and time to partner organizations - schools, health care facilities, government agencies, and a wide range of nonprofits throughout whatcom county.",http://www.whatcomvolunteer.org,1419 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
volunteer center of whatcom county,"links volunteers of all ages who want to contribute their talent and time to partner organizations - schools, health care facilities, government agencies, and a wide range of nonprofits throughout whatcom county.",http://www.whatcomvolunteer.org,1419 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,67ed6593-24a2-4c08-8d9d-7d7971ec031f,street_dup,1
whatcom dispute resolution center,"provides and promotes constructive and collaborative approaches to conflict.  we recognize that conflict is a normal and natural part of life, and offer mediation, facilitation, coaching, supervised visitation and community education services to youth and adults.",http://www.whatcomdrc.org,206 prospect street,,bellingham,wa,98225,us,physical,whatcom,,,0
northwest regional council,"this is an association of governments including island, san juan, skagit and whatcom counties.",http://www.nwrcwa.org,600 lakeway drive,suite 100,bellingham,wa,98225,us,physical,whatcom,,,0
northwest regional council,"this is an association of governments including island, san juan, skagit and whatcom counties.",http://www.nwrcwa.org,600 lakeway drive,suite 100,bellingham,wa,98225,us,physical,whatcom,45a430bc-4e90-47c2-ad99-98768cf6eb86,street_dup,1
northwest workforce council,"the council is dedicated to addressing the full spectrum of workforce needs through an outcome and customer based model that addresses the needs of both employers and job seekers.   we envision that a cohesive workforce strategy created through the common goals of business, education, labor, and community organizations will yield strong economic outcomes and an adaptable and skilled workforce.",http://www.nwboard.org/,101 prospect street,,bellingham,wa,98225,us,physical,whatcom,,,0
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,220 unity street,,bellingham,wa,98225,us,physical,whatcom,,,0
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,1616 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,1616 cornwall ave.,,bellingham,wa,98225,us,physical,whatcom,61639a11-61c5-42c1-85cf-6751ba460051,street_dup,1
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,6060 portal way,,ferndale,wa,98248,us,physical,whatcom,,,0
whatcom council on aging,"provides nutrition, preventative health, and senior center services. whatcom council on aging is a non-profit organization serving the needs of seniors in whatcom county. this includes senior center programming, the whatcom san juan nutrition program (meals on wheels and senior lunches), and the wellness program for lectures, health screenings and strength training classes.",https://whatcomcoa.org,315 halleck street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom council on aging,"provides nutrition, preventative health, and senior center services. whatcom council on aging is a non-profit organization serving the needs of seniors in whatcom county. this includes senior center programming, the whatcom san juan nutrition program (meals on wheels and senior lunches), and the wellness program for lectures, health screenings and strength training classes.",https://whatcomcoa.org,315 halleck str.,,bellingham,wa,98225,us,physical,whatcom,e368c7b9-9cd8-431a-b510-69d51868d97e,street_dup,1
united way of whatcom county,"we all win when a child succeeds, when a neighborhood turns around, and when everyone is in good health. this is united way of whatcom county's vision for a strong community. united way of whatcom county is using a variety of tactics and information on current issues to change lives and solve community-wide conditions by focusing on specific goals in education, income, and health.",http://www.unitedwaywhatcom.org,1500 cornwall avenue,suite 203,bellingham,wa,98225,us,physical,whatcom,,,0
united way of whatcom county,"we all win when a child succeeds, when a neighborhood turns around, and when everyone is in good health. this is united way of whatcom county's vision for a strong community. united way of whatcom county is using a variety of tactics and information on current issues to change lives and solve community-wide conditions by focusing on specific goals in education, income, and health.",http://www.unitedwaywhatcom.org,1500 cornwall ave,suite 203,bellingham,wa,98225,us,physical,whatcom,53dcb37e-e9c3-4443-9061-a029cbbd9b27,street_dup,1
foothills food bank,we distribute nutritious food to anyone in need.,http://www.foothillsfoodbank.org,8255 kendall road,,maple falls,wa,98266,us,physical,whatcom,,,0
foothills food bank,we distribute nutritious food to anyone in need.,http://www.foothillsfoodbank.org,8251 kendall road,,sumas,wa,98295,us,physical,whatcom,,,0
whatcom community college (wcc),"whatcom community college is a regionally and nationally accredited two-year college with an accomplished faculty and staff who serve 11,000 students annually. on its campus and through online courses.  whatcom community college offers transfer degrees, professional and technical training programs, as well as basic education, job skills, and community & continuing education classes.",http://whatcom.edu,237 w kellogg rd,,bellingham,wa,98226,us,physical,whatcom,,,0
whatcom community college (wcc),"whatcom community college is a regionally and nationally accredited two-year college with an accomplished faculty and staff who serve 11,000 students annually. on its campus and through online courses.  whatcom community college offers transfer degrees, professional and technical training programs, as well as basic education, job skills, and community & continuing education classes.",http://whatcom.edu,237 w kellogg rd.,,bellingham,wa,98226,us,physical,whatcom,c1c10824-e9c2-4e55-89f9-5540bd226484,street_dup,1
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,311 grand avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,3505 airport drive,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,3505 airport drive,,bellingham,wa,98225,us,physical,whatcom,1a34f440-3406-4bbc-80b8-74ab1aead41a,street_dup,1
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,215 north commercial street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom transportation authority (wta),"provides fixed route, paratransit and vanpool service throughout whatcom county.",http://www.ridewta.com,4111 bakerview spur,,bellingham,wa,98226,us,physical,whatcom,,,0
ywca of bellingham,ywca bellingham provides emergency and transitional housing for single women in whatcom county.,http://www.ywcabellingham.org,1224 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
ywca of bellingham,ywca bellingham provides emergency and transitional housing for single women in whatcom county.,http://www.ywcabellingham.org,1224 north state str.,,bellingham,wa,98225,us,physical,whatcom,b28e819c-afb4-43d0-b8b5-f4a0de8ffc39,street_dup,1
usda,resources and information for the agricultural community.,,6458 martin place,,lynden,wa,98264,us,physical,whatcom,,,0
usda,resources and information for the agricultural community.,,6458 martin place,,lynden,wa,98264,us,physical,whatcom,23042416-636a-4e4e-8c4f-1586daf7c462,street_dup,1
usda,resources and information for the agricultural community.,,6906 goodwin road,,everson,wa,98247,us,physical,whatcom,,,0
usda,resources and information for the agricultural community.,,6906 goodwin road,,everson,wa,98247,us,physical,whatcom,63ab7326-d164-4b83-ba8e-529ff3a007c1,street_dup,1
usda,resources and information for the agricultural community.,,1220 north forest street,,bellingham,wa,98225,us,physical,whatcom,,,0
usda,resources and information for the agricultural community.,,1220 north forest street,,bellingham,wa,98225,us,physical,whatcom,786c64d9-6e7c-4038-8f8d-4f96c118e837,street_dup,1
usda,resources and information for the agricultural community.,,1701 ellis street,suite 221,bellingham,wa,98225,us,physical,whatcom,,,0
usda,resources and information for the agricultural community.,,1701 ellis str,suite 221,bellingham,wa,98225,us,physical,whatcom,eb145548-09b7-42f4-91a0-30ba9a14f5a9,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,210 central avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
north sound cooling centers,cooling center locations for north sound counties.,,1117 12th street,,bellingham,wa,98225,us,physical,whatcom,,,0
