id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses,x_legacy_id,x_total_units,x_need,x_target_populations,x_age_range,x_capacity_type,x_dshs_region,x_public_view,x_option_status,x_staff_notes,x_edit_notes,x_keywords
3189,1406,,Immunization Clinics,,Provides children's immunizations and accepts Apple Health (Medicaid). Offers a sliding scale for the uninsured. Serves tribal members.,http://nooksacktribe.org/departments/health/medical-clinic/,,active,,,,,,,1242,,,,,,3,Informational,Active,,,"Immunization Clinics, vaccine, vaccines, shots, shot, immunize, immunizations, vaccination, immunization clinics, mmr, varicella, chicken pox, pertussis, whooping cough, Tetanus, measles, rotavirus, flu, flu shot, influenza, vaccinations, HPV, Dtap, Tdap, Measels, polio,"
3190,1406,,"The Nutrition Program for Women, Infants and Children (WIC)",,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly benefits for healthy foods, health screenings & referrals, nutrition education, and breastfeeding support.",http://nooksacktribe.org/departments/health/medical-clinic/,,active,true,,,,,,1244,,Food,,0-5,,3,Informational,Active,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly checks for healthy food, health screenings and referrals, nutrition education, and breastfeeding support. Search for a WIC clinic near where you live or work below. Getting WIC will not affect your immigration status. Washington State WIC Nutrition Program does not discriminate. Learn more about WIC.",,"The Nutrition Program for Women, Infants and Children (WIC), WIC, nutrition, food, check, checks, voucher, vouchers, pregnancy, pregnant, infants, infant, breastfeeding, groceries, grocery store, milk, formula, iron, low iron, cereal, prenatal nutrition, infant feeding, infant nutrition, WIC state office, WIC complaints, WIC fraud, WIC retail, WIC Administration, WIC admin, WIC"
3191,1406,,Prenatal Care,,Provides prenatal care for pregnant women & accept Apple Health (Medicaid). Please call to see if clinics are currently accepting new patients. Serves tribal members.,http://nooksacktribe.org/departments/health/medical-clinic/,,active,,,,,,,13820,,,,,,3,Informational,Active,"Community clinics that provide prenatal care for pregnant women & accept Apple Health (Medicaid). Please call to see if clinics are currently accepting new patients. For additional information, you can call the Family Health Hotline at 800-322-2588.",,"pregnancy, baby, birth, delivery, Prenatal Care, prenatal care, prenatal, pregnant, OB, OBGYN, midwife, midwifery, baby doctor, OBGyn, prenatal vitamins"
3192,1406,,WIC Breastfeeding Support,,WIC Breastfeeding,http://nooksacktribe.org/departments/health/medical-clinic/,,active,,,,,,,11430,,,,,,3,Informational,Active,,,WIC Breastfeeding
3200,1412,,Food Bank,,"Get help from this local food bank to feed your family. Please call first to verify hours & services.Food Bank1824 Ellis StMon, Wed & Fri 10:00am – 6:00pmSatellite LocationChrist the King Community Church Parking Lot | 4173 Meridian StDrive pick-upTues 3:00pm – 6:00pmHome DeliveryFor Whatcom County residents who are unable to visit the Food Bank, and who do not have someone who can shop on their behalf.",http://www.bellinghamfoodbank.org/,info@bellinghamfoodbank.org,active,,,,,,,3049,,Food,,,,3,Informational,Active,,,"Food Banks, food bank, food banks, Food Bank, Meals, food, free, eat, hungry, sites, foodbank, foodbanks, grocery, groceries, food box, holiday assistance, food basket, commodities, formula, produce, food boxes, toiletries, pet food, free food, food assistance, need food"
3248,1440,,Diagnostic Services for Children with Autism,,Offers diagnostic assessments for children with autism spectrum disorders. Please call the Family Health Hotline at 1-800-322-2588 for more detailed information. Serves children 2 - 18 years,https://www.sendancenter.com,,active,,,,,,,12887,,,,,,3,Informational,Active,Offers diagnostic assessments for children with autism spectrum disorders. Please call the Family Health Hotline at 1-800-322-2588 for more detailed information.,,"Diagnostic Services, diagnostic assessments, autism, autism spectrum disorder, autism diagnostic, asd diagnostic, evaluation, diagnosis"
3431,1540,,Financial Resources,,"Provides help with financial education, including debt consolidation, foreclosure prevention & financial planning. Dial 800-649-5121 for San Juan County services.",https://www.oppco.org,,active,,,,,,,7973,,,,,,3,Informational,Active,,,"financial, debt, foreclosure, can't pay my mortgage, garnishment, Financial Resources, financial resources, financial, finances, finance, bankruptcy, bill collector, collections, collection agency, debt collection, broke"
3432,1540,,Housing Assistance,,This is the Housing Coordinated Entry resource for Whatcom Count. Please call for housing assistance and resources.,https://www.oppco.org,,active,,,,,,,381,,,,,,3,Informational,Active,,,"Housing Assistance, housing assistance, eviction, transitional housing, transitional, affordable housing, emergency housing, bed, homeless, rent assistance, rental, mortgage, subsidized housing, sha, kcha, housing authority, section 8, shelter, shelters, lost my house"
3433,1540,,Early Head Start,,"With a trained home visitor, families learn about child development, participate in health and nutrition screenings and develop a plan for family and child growth. Participants can attend gatherings with other families and participate in meetings that inform program direction. Early Head Start services available for Whatcom County only. Apply online or call for more info.",https://www.oppco.org/basic-needs/preschool-education/,,active,,,,,,,11169,,Child Development,,,,3,Informational,Active,Enrolling during pregnancy and for children 0-3. Please call for eligibility & enrollment information. Serves Whatcom County.,,"Home visiting, home visits, home visit, in-home support, family support, Early Head Start, EHS, early head start, head start, Head Start, help with my kids, EHS, HS, in-home support, parenting support, parenting skills"
3434,1540,,Utility Assistance,,Provides information and programs to help with utility costs. Dial 800-649-5121 for San Juan County services.,https://www.oppco.org,,active,,,,,,,380,,,,,,3,Informational,Active,Agencies that provide information and programs to help with utility costs,,"Utility Assistance, utility assistance, energy assistance, energy, weatherization, heating, heat, electricity, water, gas, light, shut-off, shutoff, LIHEAP, power, 211, utilities, disconnection, propane, wood, heating, cooling, energy bill, wintertime cold, no heat, electric bill, no electricity, no lights, lights are out, bill, bills"
3435,1540,,,,,https://www.whatcomabc.org/quality-of-life/covid-19/,info@oppco.org,active,,,,,,,16182,,,,,,3,Online,Active,,,
3485,1570,,Food Bank,,A local organization that distributes free food to those in need.  Some food banks serve specific areas.,https://shbham.org/community-services,,active,,,,,,,3232,,,,,,3,Informational,Active,,,"Food Banks, food bank, food banks, Food Bank, Meals, food, free, eat, hungry, sites, foodbank, foodbanks, grocery, groceries, food box, holiday assistance, food basket, commodities, formula, produce, food boxes, toiletries, pet food, free food, food assistance, need food"
3728,1679,,Food Bank,,Get help from this local food bank to feed your family. Please call first to verify hours & services.  Serves Whatcom County residents.,https://www.salvationarmynw.org,,active,,,,,,,3664,,,,,,3,Informational,Active,,Serves Whatcom County residents,"Food Banks, food bank, food banks, Food Bank, Meals, food, free, eat, hungry, sites, foodbank, foodbanks, grocery, groceries, food box, holiday assistance, food basket, commodities, formula, produce, food boxes, toiletries, pet food, free food, food assistance, need food"
3738,1685,,Parent Support for Children with Special Needs,,"Provides information, training and support to individuals and families of children with special needs and/or disabilities.",https://www.arcwhatcom.org,,active,,,,,,,6702,,,,,,3,Informational,Active,"Current Programs:-  *Educational Programs & Workshops* : Topics include guardianships and special needs trusts, long-term planning for special needs families, special health care needs, special education services, early learning issues, individual education plans, transition from high school to work, residential issues and concerns, legislative advocacy, self-empowerment and self-advocate training.-  *Parent Coalition:* Public Education, Legislative Advocacy, Family Support (families can work with a trained advocate to get extra support), Workshops-  *Young Adult Self Advocacy* helps young adults with developmental disabilities become strong self-advocates. Self-advocates are people with disabilities who speak up for themselves and others. Goals:+    Learning valuable communication and advocacy skills+    Gaining the tools and confidence to express personal needs and build healthy relationships+    Getting involved with the community-  *Down syndrome Outreach:* The mission of Down syndrome Outreach (DsO) is to advocate for the rights, promote the potential and abilities, and create a supportive and inclusive community for people with Down syndrome-   *Legislative Advocacy*",,"disability, special needs support, emotional support, sibling support, sibling, Special Needs Parent Support, special needs parent support, special needs, parent to parent, ARC, the arc, behavior"
15754,1685,,Parent Support,,Family support programs and other parent/caregiver resources. Please call for detailed information about services offered.,,,active,,,,,,,,,,,,,,Informational,,"Parent to Parent Program for families of children with developmental disabilities, delays, and ongoing health care needs.",,"Parent Support, parent support, parent support group, parenting, groups, advice, support group, support groups, help with my kids, parent education, discipline, positive discipline, how to be a good parent, parenting skills, learning how to be a parent, behavior, family help line"
3834,1729,,Substance Abuse Treatment,,Substance abuse treatment programs.,http://www.ccsww.org/site/PageServer?pagename=fc_whatcom,,active,,,,,,,2728,,,,,,3,Informational,Active,"*Counseling/Mental Health Services:* CCS provides community mental health services to Medicaid eligible children and their families in Whatcom, Skagit and Snohomish Countyies. After an initial assessment and determination of need for ongoing help, core mental health services available at CCS include individual and/or family counseling/therapy, medication evaluation/management and coordination with primary care physicians, and case management.  CCS also provides groups for children and adolescents that focus on managing behaviors and emotions, and developing self-care and interpersonal relationship skills.*Substance Abuse Treatment:* The CCS NW Recovery Centers provide a full continuum of outpatient chemical dependency treatment services in Snohomish and Whatcom counties. CCS provides treatment to youth, adults, and their families.*Adoption Resources & post-abortion counseling/support*",,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
3835,1729,,Housing Assistance,,Provides information about affordable housing.,http://www.ccsww.org/site/PageServer?pagename=fc_whatcom,,active,,,,,,,2726,,,,,,3,Informational,Active,,,"Housing Assistance, housing assistance, eviction, transitional housing, transitional, affordable housing, emergency housing, bed, homeless, rent assistance, rental, mortgage, subsidized housing, sha, kcha, housing authority, section 8, shelter, shelters, lost my house"
3836,1729,,Community Mental Health Resources,,Provides counseling & behavioral health services for children & youth ages 0-21 and their families. Accepts Apple Health (Medicaid) and may offer a reduced rate or sliding fee scale. Please call for details.,http://www.ccsww.org/site/PageServer?pagename=fc_whatcom,,active,,,,,,,2727,,,,,,3,Informational,Active,"*Counseling/Mental Health Services:* CCS provides community mental health services to Medicaid eligible children and their families in Whatcom, Skagit and Snohomish Countyies. After an initial assessment and determination of need for ongoing help, core mental health services available at CCS include individual and/or family counseling/therapy, medication evaluation/management and coordination with primary care physicians, and case management.  CCS also provides groups for children and adolescents that focus on managing behaviors and emotions, and developing self-care and interpersonal relationship skills.*Substance Abuse Treatment:* The CCS NW Recovery Centers provide a full continuum of outpatient chemical dependency treatment services in Snohomish and Whatcom counties. CCS provides treatment to youth, adults, and their families.*Adoption Resources & post-abortion counseling/support*",,"Community Mental Health Resources, mental health, mental, counseling, counselor, therapy, crisis, behavior, behavioral health, evaluation, depression, anxiety, suicide, RSN, psychologist, psychiatrist, ADD, ADHD, divorce, separation, stress, crazy, strange, bipolar, manic depression, psychosis, eating disorders, obsessive compulsive disorder, panic attacks, panic disorders, schizophrenia, mood disorders, infant mental health, PCIT, parent child interactive therapy, grief, grieving, emotional, therapist, family therapy, relationship therapy, marriage therapy, parent child therapy"
3871,1752,,Community Mental Health Resources,,Provides counseling & behavioral health services for clients of all ages. Accepts Apple Health (Medicaid) and may offer a sliding fee scale. Please call for details.,https://www.compasshealth.org/location/mcleod-office/,,active,,,,,,,9847,,,,,,3,Informational,Active,"Compass Health is a private, non-profit, state licensed organization providing mental health and chemical dependency services. Accepts Apple Health (Medicaid) and may offer a sliding fee scale in some cases.*Services offered:*-   Adult Intensive Outpatient Program (IOP)-   Group Therapy - Adults-   Psychiatric Services-   Older Adult Services-   *Child and Family Outpatient Services:*Compass Health provides an array of counseling and support services to families with children and youth who may have emotional and or behavioral challenges.  Compass Health services are designed to promote positive changes in behavior, help the child /youth and family learn appropriate coping skills, improve communication skills including learning to resolve conflict and manage emotions in a healthy manner.  Families seek counseling for a variety of reasons. Sometimes circumstantial life changes can bring about symptoms of depression, anxiety, and mood disorders which impede the child or youth’s everyday life.  Youth may have challenges at school, with peers, or in the community.  Problems related to traumatic experiences which often impact the child, youth and/or their family often initiates the request for counseling in an effort to relieve painful feelings.-   Offender Re-entry Community Safety Program (ORCSP)-   Adult Outpatient Services-   Older Adult Services/Expanded Community Services of Older Adults (ESCOA)",,"Community Mental Health Resources, mental health, mental, counseling, counselor, therapy, crisis, behavior, behavioral health, evaluation, depression, anxiety, suicide, RSN, psychologist, psychiatrist, ADD, ADHD, divorce, separation, stress, crazy, strange, bipolar, manic depression, psychosis, eating disorders, obsessive compulsive disorder, panic attacks, panic disorders, schizophrenia, mood disorders, infant mental health, PCIT, parent child interactive therapy, grief, grieving, emotional, therapist, family therapy, relationship therapy, marriage therapy, parent child therapy"
3892,1761,,STD Screening,,Offers STD (Sexual Transmitted Disease) & STI (Sexually Transmitted Infection) screenings. Accepts Apple Health (Medicaid) and may offer reduces rates or a sliding fee scale for pay.,https://www.seamar.org/whatcom-medical-everson.html,,active,,,,,,,511,,Health,,,,3,Informational,Active,,,"STD Screening, STDs, STD, std screening, STD Treatment, STI, test, gonorrhea, testing, syphilis, genital, herpes, sexual contact, Chlamydia, HPV"
3893,1761,,Pregnancy Testing,,Free or low cost pregnancy tests,https://www.seamar.org/whatcom-medical-everson.html,,active,,,,,,,510,,Health,,,,3,Informational,Active,"Accepts Medicaid & offers a sliding fee scale.*Services:*-  Family Medicine-  Pediatric, adolescent, adult and-  Geriatric care-  Obstetrics-  Internal medicine-  Chronic disease management-  Industrial/occupational health care-  Acute/same-day services-  In-house laboratory services-  Health education-  Immunizations-  Well-child checks-  Physical exams-  Care coordination",,"pregnancy test, unplanned pregnancy, pregnant, Pregnancy Testing, pregnancy testing, pregnancy"
3894,1761,,Birth Control Services (Family Planning),,"Offers family planning services, including annual exams and birth control options. Clinics may accept Apple Health (Medicaid) and may offer a sliding fee for the uninsured.",https://www.seamar.org/whatcom-medical-everson.html,,active,,,,,,,507,,Health,,,,3,Informational,Active,,,"free condoms, birth control, pill, the patch, birthcontrol, the pill, morning after pill, planB, plan b, IUD, depo, deprovera, depo-provera, depoprovera, shot, implant, nuvaring, vaginal ring, contraception, essure, tubal ligation, tubes tied, planned parenthood, Cedar River Clinic, Family Planning Nurse"
3895,1761,,Community Clinics,,Provide general medical care for families & individuals and accept Apple Health (Medicaid). Also offers a sliding fee scale for the uninsured.,https://www.seamar.org/whatcom-medical-everson.html,,active,,,,,,,1577,,Health,,,,3,Informational,Active,,,"Community Clinics, community clinics, medical care, health, doctor, MD, adult, uninsured, sliding discount, low cost, low-cost, provider, pediatrician, family, sick, check-up, checkup, nurse, clinic clinics, medicaid, HealthPoint, Health Point, Sea Mar, seamar, low cost clinic, sliding fee, unpaid medical bills, doctor's office, seen by a doctor, medical care,Sea Mar Community Health Center, Community Health Care Center, Family Health"
3896,1761,,Immunization Clinics,,Provides children's immunizations and accepts Apple Health (Medicaid). Offers a sliding scale for the uninsured.,https://www.seamar.org/whatcom-medical-everson.html,,active,,,,,,,508,,Health,,,,3,Informational,Active,,,"Immunization Clinics, vaccine, vaccines, shots, shot, immunize, immunizations, vaccination, immunization clinics, mmr, varicella, chicken pox, pertussis, whooping cough, Tetanus, measles, rotavirus, flu, flu shot, influenza, vaccinations, HPV, Dtap, Tdap, Measels, polio,"
3897,1761,,Prenatal Care,,Provides prenatal care for pregnant women & accept Apple Health (Medicaid). Please call to see if clinics are currently accepting new patients.,https://www.seamar.org/whatcom-medical-everson.html,,active,,,,,,,512,,Health,,,,3,Informational,Active,"Accepts Medicaid & offers a sliding fee scale.*Services:*-  Family Medicine-  Pediatric, adolescent, adult and-  Geriatric care-  Obstetrics-  Internal medicine-  Chronic disease management-  Industrial/occupational health care-  Acute/same-day services-  In-house laboratory services-  Health education-  Immunizations-  Well-child checks-  Physical exams-  Care coordination",,"pregnancy, baby, birth, delivery, Prenatal Care, prenatal care, prenatal, pregnant, OB, OBGYN, midwife, midwifery, baby doctor, OBGyn, prenatal vitamins"
3900,1763,,"The Nutrition Program for Women, Infants and Children (WIC)",,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly benefits for healthy foods, health screenings & referrals, nutrition education, and breastfeeding support.",https://www.seamar.org/whatcom-preventive-health.html,,active,true,,,,,,14474,,Food,,0-5,,3,Informational,Active,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly checks for healthy food, health screenings and referrals, nutrition education, and breastfeeding support. Search for a WIC clinic near where you live or work below. Getting WIC will not affect your immigration status. Washington State WIC Nutrition Program does not discriminate. Learn more about WIC.*Breastfeeding Peer Counselor available at this WIC office.*",,"The Nutrition Program for Women, Infants and Children (WIC), WIC, nutrition, food, check, checks, voucher, vouchers, pregnancy, pregnant, infants, infant, breastfeeding, groceries, grocery store, milk, formula, iron, low iron, cereal, prenatal nutrition, infant feeding, infant nutrition, WIC state office, WIC complaints, WIC fraud, WIC retail, WIC Administration, WIC admin, WIC"
3901,1763,,Maternity Support Services & Infant Case Management,,"First Steps/Maternity Support Services (MSS) provides extra help for pregnant women receiving Pregnancy Medicaid insurance. Help may include nutrition education, counseling services and parenting support.",https://www.seamar.org/whatcom-preventive-health.html,,active,,,,,,,16411,,Health,,,,3,Informational,Active,Maternity Support Services (MSS) is a part of the First Steps Program that can help you find services you may need to have a healthy pregnancy and a healthy baby.  MSS services are based on individual need and can vary.  Learn more about MSS.,,"Maternity Support Services & Infant Case Management, maternity, case management, pregnancy medical, pregnancy medical coverage, maternity support services, infant case management, mss, icm, mss/icm, first steps, firststeps, pregnancy, pregnant"
4088,1796,,"The Nutrition Program for Women, Infants and Children (WIC)",,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly benefits for healthy foods, health screenings & referrals, nutrition education, and breastfeeding support.",https://www.seamar.org/wic-nutrition.html,,active,true,,,,,,14473,,Food,,0-5,,3,Informational,Active,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly checks for healthy food, health screenings and referrals, nutrition education, and breastfeeding support. Search for a WIC clinic near where you live or work below. Getting WIC will not affect your immigration status. Washington State WIC Nutrition Program does not discriminate. Learn more about WIC.",,"The Nutrition Program for Women, Infants and Children (WIC), WIC, nutrition, food, check, checks, voucher, vouchers, pregnancy, pregnant, infants, infant, breastfeeding, groceries, grocery store, milk, formula, iron, low iron, cereal, prenatal nutrition, infant feeding, infant nutrition, WIC state office, WIC complaints, WIC fraud, WIC retail, WIC Administration, WIC admin, WIC"
4089,1796,,Maternity Support Services & Infant Case Management,,"First Steps/Maternity Support Services (MSS) provides extra help for pregnant women receiving Pregnancy Medicaid insurance. Help may include nutrition education, counseling services and parenting support.",https://www.seamar.org/mss-infant-case.html,,active,,,,,,,16412,,Health,,,,3,Informational,Active,Teresa Coster    teresacoster@seamarchc.org    360-788-7152,,"Maternity Support Services & Infant Case Management, maternity, case management, pregnancy medical, pregnancy medical coverage, maternity support services, infant case management, mss, icm, mss/icm, first steps, firststeps, pregnancy, pregnant"
4110,1804,,Pregnancy Testing,,Free or low cost pregnancy tests,https://www.seamar.org/whatcom-medical-bellingham.html,,active,,,,,,,536,,Health,,,,3,Informational,Active,"*Medical Services:*- Family medicine- pediatric, adolescent, adult and geriatric care- obstetrics- Chronic disease management- Industrial/occupational health care- Acute-care services- In-house laboratory services- Family planning- Health education- Immunizations- Well-child checks- Nutrition counseling- WIC (Women, Infants, Children), Electric & manual pumps provided at no charge for WIC clients and home visits may be available.*Maternity Support Services (MSS) and Infant Case Management:*- Medicaid-eligible pregnant women receive support and information related to pre-natal and post-partum health, and the care of their newborn.- Nurses, social workers, and community health workers support expectant mothers before birth and after birth for two months.- All services are covered by the Apple Health at no cost to clients.- Families may also be eligible for Infant Case Management, a program that provides support and services to infants from 3- to 12-months old.- Services are offered in the client's home (home visits) or in the providers office.- Care coordination- Dental services- Outpatient mental health & substance abuse- Inpatient substance abuse treatment- Refugee screening*This clinic also offers:*-   Health care for the homeless & migrant outreach-   *Prescription assistance:* for to low-income clients/patients, or those who have no income or insurance to cover the prescriptions.-   *Bus and shower passes:* For homeless clients and medical/dental patients who need help attending appointments-   *Food Vouchers:* for clients who meet eligibility criteria-   *Community Voice Mail*-   *Shelter Outreach Services:* medical and case-management services for local shelters.-   *Migrant Outreach Services:* medical and health outreach and assistance for migrant populations during summer months.-   *Case Management:* services for homeless families, including financial eligibility/entitlement assistance, assistance with translating documents, i.e., job applications, mail, DSHS paperwork, school enrollment paperwork.",,"pregnancy test, unplanned pregnancy, pregnant, Pregnancy Testing, pregnancy testing, pregnancy"
4111,1804,,Immunization Clinics,,Provides children's immunizations and accepts Apple Health (Medicaid). Offers a sliding scale for the uninsured.,https://www.seamar.org/whatcom-medical-bellingham.html,,active,,,,,,,531,,Health,,,,3,Informational,Active,,,"Immunization Clinics, vaccine, vaccines, shots, shot, immunize, immunizations, vaccination, immunization clinics, mmr, varicella, chicken pox, pertussis, whooping cough, Tetanus, measles, rotavirus, flu, flu shot, influenza, vaccinations, HPV, Dtap, Tdap, Measels, polio,"
4112,1804,,STD Screening,,Offers STD (Sexual Transmitted Disease) & STI (Sexually Transmitted Infection) screenings. Accepts Apple Health (Medicaid) and may offer reduces rates or a sliding fee scale for pay.,http://www.seamar.org/whatcom-medical-bellingham.html,,active,,,,,,,537,,,,,,3,Informational,Active,,,"STD Screening, STDs, STD, std screening, STD Treatment, STI, test, gonorrhea, testing, syphilis, genital, herpes, sexual contact, Chlamydia, HPV"
4113,1804,,Breastfeeding Support,,Provides support and resources for breastfeeding women.,https://www.seamar.org/wic-nutrition.html,,active,,,,,,,530,,"Adult Education,Child Development",,,,3,Informational,Active,,,"la leche laleche, breastfeeding, lactation consultant, breast feeding, infant, weaning, breastfeeding support, breast feeding support, nursing, nurse, lactating, lactate, IBCLC, nursing support, nursing help, lactation"
4114,1804,,Community Clinics,,Provide general medical care for families & individuals and accept Apple Health (Medicaid). Also offers a sliding fee scale for the uninsured.,https://www.seamar.org/whatcom-medical-bellingham.html,,active,,,,,,,534,,Health,,,,3,Informational,Active,,,"Community Clinics, community clinics, medical care, health, doctor, MD, adult, uninsured, sliding discount, low cost, low-cost, provider, pediatrician, family, sick, check-up, checkup, nurse, clinic clinics, medicaid, HealthPoint, Health Point, Sea Mar, seamar, low cost clinic, sliding fee, unpaid medical bills, doctor's office, seen by a doctor, medical care,Sea Mar Community Health Center, Community Health Care Center, Family Health"
4115,1804,,WIC Breastfeeding Support,,WIC Breastfeeding,https://www.seamar.org/wic-nutrition.html,,active,,,,,,,11461,,"Adult Education,Child Development",,,,3,Informational,Active,"*Medical Services:*- Family medicine- pediatric, adolescent, adult and geriatric care- obstetrics- Chronic disease management- Industrial/occupational health care- Acute-care services- In-house laboratory services- Family planning- Health education- Immunizations- Well-child checks- Nutrition counseling- WIC (Women, Infants, Children), Electric & manual pumps provided at no charge for WIC clients and home visits may be available.*Maternity Support Services (MSS) and Infant Case Management:*- Medicaid-eligible pregnant women receive support and information related to pre-natal and post-partum health, and the care of their newborn.- Nurses, social workers, and community health workers support expectant mothers before birth and after birth for two months.- All services are covered by the Apple Health at no cost to clients.- Families may also be eligible for Infant Case Management, a program that provides support and services to infants from 3- to 12-months old.- Services are offered in the client's home (home visits) or in the providers office.- Care coordination- Dental services- Outpatient mental health & substance abuse- Inpatient substance abuse treatment- Refugee screening*This clinic also offers:*-   Health care for the homeless & migrant outreach-   *Prescription assistance:* for to low-income clients/patients, or those who have no income or insurance to cover the prescriptions.-   *Bus and shower passes:* For homeless clients and medical/dental patients who need help attending appointments-   *Food Vouchers:* for clients who meet eligibility criteria-   *Community Voice Mail*-   *Shelter Outreach Services:* medical and case-management services for local shelters.-   *Migrant Outreach Services:* medical and health outreach and assistance for migrant populations during summer months.-   *Case Management:* services for homeless families, including financial eligibility/entitlement assistance, assistance with translating documents, i.e., job applications, mail, DSHS paperwork, school enrollment paperwork.",,WIC Breastfeeding
4116,1804,,Maternity Support Services & Infant Case Management,,"First Steps/Maternity Support Services (MSS) provides extra help for pregnant women receiving Pregnancy Medicaid insurance. Help may include nutrition education, counseling services and parenting support.",https://www.seamar.org/mss-infant-case.html,,active,,,,,,,5451,,"Adult Education,Child Development",,,,3,Informational,Active,"*Medical Services:*- Family medicine- pediatric, adolescent, adult and geriatric care- obstetrics- Chronic disease management- Industrial/occupational health care- Acute-care services- In-house laboratory services- Family planning- Health education- Immunizations- Well-child checks- Nutrition counseling- WIC (Women, Infants, Children), Electric & manual pumps provided at no charge for WIC clients and home visits may be available.*Maternity Support Services (MSS) and Infant Case Management:*- Medicaid-eligible pregnant women receive support and information related to pre-natal and post-partum health, and the care of their newborn.- Nurses, social workers, and community health workers support expectant mothers before birth and after birth for two months.- All services are covered by the Apple Health at no cost to clients.- Families may also be eligible for Infant Case Management, a program that provides support and services to infants from 3- to 12-months old.- Services are offered in the client's home (home visits) or in the providers office.- Care coordination- Dental services- Outpatient mental health & substance abuse- Inpatient substance abuse treatment- Refugee screening*This clinic also offers:*-   Health care for the homeless & migrant outreach-   *Prescription assistance:* for to low-income clients/patients, or those who have no income or insurance to cover the prescriptions.-   *Bus and shower passes:* For homeless clients and medical/dental patients who need help attending appointments-   *Food Vouchers:* for clients who meet eligibility criteria-   *Community Voice Mail*-   *Shelter Outreach Services:* medical and case-management services for local shelters.-   *Migrant Outreach Services:* medical and health outreach and assistance for migrant populations during summer months.-   *Case Management:* services for homeless families, including financial eligibility/entitlement assistance, assistance with translating documents, i.e., job applications, mail, DSHS paperwork, school enrollment paperwork.",,"Maternity Support Services & Infant Case Management, maternity, case management, pregnancy medical, pregnancy medical coverage, maternity support services, infant case management, mss, icm, mss/icm, first steps, firststeps, pregnancy, pregnant"
4117,1804,,"The Nutrition Program for Women, Infants and Children (WIC)",,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly benefits for healthy foods, health screenings & referrals, nutrition education, and breastfeeding support.",https://www.seamar.org/wic-nutrition.html,,active,true,,,,,,535,,Food,,,,3,Informational,Active,"WIC is a nutrition program for pregnant women, new and breastfeeding moms, and children under 5. It provides monthly checks for healthy food, health screenings and referrals, nutrition education, and breastfeeding support. Search for a WIC clinic near where you live or work below. Getting WIC will not affect your immigration status. Washington State WIC Nutrition Program does not discriminate. Learn more about WIC.",,"The Nutrition Program for Women, Infants and Children (WIC), WIC, nutrition, food, check, checks, voucher, vouchers, pregnancy, pregnant, infants, infant, breastfeeding, groceries, grocery store, milk, formula, iron, low iron, cereal, prenatal nutrition, infant feeding, infant nutrition, WIC state office, WIC complaints, WIC fraud, WIC retail, WIC Administration, WIC admin, WIC"
4118,1804,,Transportation Assistance,,"Patients experiencing homelessness may be eligible at times for bus, shower and food vouchers. Call Bellingham Health Care for the Homeless program for more information: 360-788-7155.",https://www.seamar.org/healthcare-homeless.html,,active,,,,,,,16118,,Transportation,,,,3,Informational,Active,"*Medical Services:*- Family medicine- pediatric, adolescent, adult and geriatric care- obstetrics- Chronic disease management- Industrial/occupational health care- Acute-care services- In-house laboratory services- Family planning- Health education- Immunizations- Well-child checks- Nutrition counseling- WIC (Women, Infants, Children), Electric & manual pumps provided at no charge for WIC clients and home visits may be available.*Maternity Support Services (MSS) and Infant Case Management:*- Medicaid-eligible pregnant women receive support and information related to pre-natal and post-partum health, and the care of their newborn.- Nurses, social workers, and community health workers support expectant mothers before birth and after birth for two months.- All services are covered by the Apple Health at no cost to clients.- Families may also be eligible for Infant Case Management, a program that provides support and services to infants from 3- to 12-months old.- Services are offered in the client's home (home visits) or in the providers office.- Care coordination- Dental services- Outpatient mental health & substance abuse- Inpatient substance abuse treatment- Refugee screening*This clinic also offers:*-   Health care for the homeless & migrant outreach-   *Prescription assistance:* for to low-income clients/patients, or those who have no income or insurance to cover the prescriptions.-   *Bus and shower passes:* For homeless clients and medical/dental patients who need help attending appointments-   *Food Vouchers:* for clients who meet eligibility criteria-   *Community Voice Mail*-   *Shelter Outreach Services:* medical and case-management services for local shelters.-   *Migrant Outreach Services:* medical and health outreach and assistance for migrant populations during summer months.-   *Case Management:* services for homeless families, including financial eligibility/entitlement assistance, assistance with translating documents, i.e., job applications, mail, DSHS paperwork, school enrollment paperwork.",,"ORCA, ORCA LIFT Program, LIFT, orca lift, Transportation Assistance, transportation, Transportation, transportation assistance, bus tickets, gas, gas vouchers, bus fare, flight, airplane, airline tickets, airline, bus"
